mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar13,mvar14,mvar15,mvar17,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar31,party_voted_pastCentaur,party_voted_pastCosmos,party_voted_pastEbony,party_voted_pastOdyssey,actual_vote
0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,15,0,15,0,4,9,0,0,0,1,Odyssey
19,2,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,1,8,1,0,0,0,Centaur
0,7,15,0,9,0,3,3,0,2,4,0,2,2,0,10,15,0,15,4,8,0,0,0,0,Cosmos
0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,3,7,0,0,1,0,Odyssey
2,7,0,0,0,0,1,0,0,0,0,0,0,1,15,15,0,0,0,2,6,0,0,1,0,Cosmos
15,0,0,1,0,10,0,0,1,0,0,0,0,0,15,0,0,15,0,4,8,1,0,0,0,Centaur
3,0,0,1,10,0,0,0,1,7,0,0,1,0,15,15,0,15,14,3,8,0,1,0,0,Cosmos
0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,1,5,0,0,0,0,Tokugawa
6,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,1,6,1,0,0,0,Centaur
7,6,0,0,0,0,2,0,0,0,0,0,0,2,15,15,0,0,0,1,5,0,0,1,0,Ebony
6,9,0,10,0,6,4,0,8,0,0,1,0,1,15,15,0,15,0,1,6,1,0,0,0,Ebony
0,0,0,7,0,0,0,0,3,0,0,2,0,0,0,15,0,15,0,4,7,0,0,0,1,Odyssey
0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,4,7,0,0,0,1,Odyssey
1,4,0,0,3,1,0,0,0,3,0,0,0,3,15,15,0,0,15,4,6,0,1,0,0,Ebony
7,0,0,3,2,7,0,0,1,0,0,1,1,0,15,0,0,15,0,1,0,1,0,0,0,Centaur
0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,4,9,0,0,1,0,Ebony
6,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1,9,1,0,0,0,Centaur
2,0,4,0,0,2,0,3,0,0,0,0,0,0,10,0,11,0,0,3,8,0,0,0,0,Tokugawa
0,0,5,0,1,0,0,1,0,1,1,0,0,0,0,0,15,0,15,1,7,0,0,0,0,Tokugawa
0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
8,1,0,0,0,6,1,0,0,0,0,0,0,0,15,15,0,0,15,3,8,1,0,0,0,Centaur
0,6,0,0,0,0,3,0,0,0,0,0,0,2,0,15,0,0,0,4,6,0,0,1,0,Ebony
0,0,6,0,0,0,0,3,0,0,1,0,0,0,0,0,15,0,0,1,7,0,0,0,0,Tokugawa
0,5,0,4,0,0,0,0,3,0,0,0,0,5,0,15,0,15,0,1,7,0,0,1,0,Odyssey
14,1,0,0,0,14,1,0,0,0,0,0,0,0,15,15,0,0,0,3,3,1,0,0,0,Centaur
0,0,0,10,0,0,0,0,4,0,0,2,0,0,0,0,0,15,0,3,5,0,0,0,1,Odyssey
2,0,2,0,0,2,0,2,0,0,0,0,0,0,15,0,15,0,0,3,9,0,0,0,0,Tokugawa
1,1,0,2,0,0,1,0,0,0,0,1,0,0,15,15,0,15,0,4,7,0,0,1,0,Ebony
0,18,0,0,0,0,3,0,0,0,0,0,0,3,0,15,0,0,0,2,6,0,0,1,0,Ebony
1,0,3,0,0,1,0,0,0,0,1,0,0,0,15,0,15,0,0,4,7,0,0,0,0,Tokugawa
7,7,3,0,1,1,4,3,0,1,0,0,0,1,15,15,15,0,15,1,8,1,0,0,0,Cosmos
1,20,0,1,4,1,15,0,1,2,0,0,1,4,15,15,0,15,12,4,6,0,0,1,0,Ebony
0,0,0,13,0,0,0,0,9,0,0,2,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,0,0,13,3,6,0,1,0,0,Cosmos
0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,15,5,0,0,3,6,0,0,0,0,Tokugawa
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,15,0,0,15,3,6,0,0,1,0,Ebony
0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,0,4,9,0,0,0,0,Tokugawa
8,0,0,10,1,4,0,0,8,1,0,1,0,0,15,0,0,15,15,3,5,1,0,0,0,Odyssey
11,0,0,2,0,6,0,0,2,0,0,0,0,0,15,0,0,15,0,4,0,1,0,0,0,Centaur
2,3,0,0,2,0,1,0,0,0,0,0,1,0,15,0,0,0,15,4,8,0,0,1,0,Tokugawa
5,3,0,2,1,1,3,0,2,1,0,0,0,0,10,0,0,15,10,4,5,1,0,0,0,Odyssey
0,1,0,0,2,0,0,0,0,2,0,0,0,1,15,15,0,0,15,4,8,0,1,0,0,Cosmos
3,0,3,0,0,1,0,1,0,0,1,0,0,0,10,15,15,0,0,3,5,1,0,0,0,Cosmos
6,0,0,2,1,5,0,0,0,1,0,1,0,0,15,0,0,15,15,3,7,1,0,0,0,Centaur
0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,10,0,0,0,4,9,0,0,1,0,Ebony
0,3,7,0,0,0,1,2,0,0,0,0,0,0,0,15,15,0,0,1,7,0,0,1,0,Tokugawa
4,0,0,12,0,0,0,0,12,0,0,0,0,0,15,0,0,15,0,4,9,1,0,0,0,Odyssey
0,16,0,0,0,0,4,0,0,0,0,0,0,6,0,15,0,0,0,4,8,0,0,1,0,Ebony
1,5,5,0,0,1,1,4,0,0,0,0,0,4,0,0,9,0,0,1,7,0,0,1,0,Tokugawa
2,0,4,0,0,0,0,3,0,0,0,0,0,0,7,15,3,0,0,1,5,0,0,0,0,Tokugawa
0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,15,0,15,15,2,8,0,0,0,1,Tokugawa
0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,15,3,7,0,0,1,0,Cosmos
0,7,0,0,0,0,5,0,0,0,0,0,0,2,0,15,0,0,0,3,7,0,0,1,0,Ebony
2,0,2,1,4,2,0,1,0,2,0,0,1,0,10,0,15,15,15,1,6,1,0,0,0,Centaur
0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,10,0,0,10,4,5,0,1,0,0,Tokugawa
0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,15,3,8,0,0,1,0,Centaur
0,8,0,0,0,0,6,0,0,0,0,0,0,2,0,15,0,0,0,3,9,0,0,1,0,Ebony
11,15,5,0,1,9,15,4,0,1,0,0,0,0,15,15,15,0,15,3,3,0,0,1,0,Ebony
0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,15,0,9,0,4,8,0,0,1,0,Ebony
1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,9,0,0,0,3,7,0,0,1,0,Centaur
0,0,0,10,0,0,0,0,6,0,0,1,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
3,0,2,0,0,2,0,0,0,0,1,0,0,0,15,15,0,0,15,4,9,0,0,0,0,Tokugawa
3,0,0,3,0,1,0,0,2,0,0,0,0,0,15,0,0,15,0,4,6,0,0,0,1,Odyssey
3,0,0,0,2,3,0,0,0,2,0,0,0,0,7,0,0,0,7,1,3,1,0,0,0,Centaur
0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,3,5,0,0,1,0,Ebony
1,0,0,0,4,1,0,0,0,4,0,0,0,0,7,0,0,0,12,4,6,0,1,0,0,Cosmos
7,0,0,6,0,1,0,0,0,0,0,2,0,0,15,0,0,15,0,1,8,1,0,0,0,Centaur
1,1,0,0,1,1,0,0,0,1,0,0,0,1,15,15,0,0,15,3,6,0,1,0,0,Centaur
0,0,0,0,12,0,0,0,0,3,0,0,4,0,0,0,0,0,5,1,8,0,1,0,0,Cosmos
1,8,12,0,1,0,0,3,0,1,2,0,0,1,0,3,15,0,15,3,7,0,0,0,0,Cosmos
0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,15,0,1,9,0,0,0,1,Odyssey
1,0,0,2,2,1,0,0,0,0,0,1,1,0,15,0,0,15,15,4,7,0,1,0,0,Cosmos
0,0,0,0,12,0,0,0,0,8,0,0,2,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
11,4,0,2,1,11,3,0,2,1,0,0,0,1,15,15,0,15,15,3,6,1,0,0,0,Centaur
0,0,0,15,0,0,0,0,9,0,0,2,0,0,0,15,0,15,0,3,6,0,0,0,1,Odyssey
1,0,0,10,9,1,0,0,10,9,0,0,0,0,15,0,0,15,15,3,5,0,1,0,0,Odyssey
0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,15,15,3,7,0,0,0,1,Cosmos
1,0,0,5,0,1,0,0,3,0,0,0,0,0,15,0,0,15,0,3,5,0,0,0,1,Odyssey
0,0,0,0,5,0,0,0,0,3,0,0,1,0,0,15,0,0,15,3,6,0,1,0,0,Cosmos
10,0,0,7,0,5,0,0,2,0,0,2,0,0,15,0,0,14,0,4,10,1,0,0,0,Centaur
2,4,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,10,3,7,0,0,1,0,Centaur
0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,4,6,0,0,1,0,Ebony
0,0,0,13,1,0,0,0,11,1,0,0,0,0,15,0,0,15,15,1,7,0,0,0,1,Odyssey
2,0,0,9,0,0,0,0,7,0,0,1,0,0,0,0,0,15,0,1,9,0,0,0,1,Centaur
7,6,0,0,0,3,2,0,0,0,0,0,0,2,1,2,0,0,0,4,6,1,0,0,0,Ebony
19,7,0,0,0,0,2,0,0,0,0,0,0,1,15,15,0,0,0,5,7,1,0,0,0,Ebony
10,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,0,0,0,3,9,1,0,0,0,Centaur
1,0,9,0,0,1,0,5,0,0,1,0,0,0,0,0,14,0,0,3,4,0,0,0,0,Tokugawa
5,0,0,0,2,1,0,0,0,0,0,0,1,0,15,0,0,0,15,2,7,1,0,0,0,Centaur
3,1,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,1,7,1,0,0,0,Centaur
3,2,7,0,0,3,0,3,0,0,0,0,0,2,15,15,15,0,0,1,6,0,0,0,0,Tokugawa
9,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,3,6,1,0,0,0,Centaur
10,10,0,0,2,8,3,0,0,0,0,0,1,1,0,5,0,0,0,3,6,1,0,0,0,Centaur
2,4,9,2,2,0,0,2,0,0,3,1,1,2,15,15,15,15,0,1,8,0,0,1,0,Cosmos
0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,15,15,0,0,1,6,0,0,0,0,Tokugawa
0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
0,1,11,0,1,0,0,8,0,1,0,0,0,1,0,15,15,0,15,3,6,0,0,0,0,Tokugawa
3,2,12,0,0,1,2,2,0,0,2,0,0,0,15,15,15,0,15,3,8,0,0,0,0,Centaur
0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,3,5,0,0,1,0,Ebony
0,20,1,0,0,0,7,1,0,0,0,0,0,5,0,15,15,0,0,1,7,0,0,1,0,Ebony
2,4,4,0,12,1,1,1,0,7,1,0,2,1,7,13,15,0,5,3,5,0,1,0,0,Cosmos
0,3,0,5,0,0,0,0,4,0,0,0,0,3,0,15,0,15,0,1,6,0,0,1,0,Odyssey
0,0,6,3,0,0,0,0,1,0,1,1,0,0,0,0,15,15,0,3,8,0,0,0,0,Tokugawa
5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,3,6,1,0,0,0,Centaur
0,0,0,11,0,0,0,0,7,0,0,1,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,15,0,15,3,9,1,0,0,0,Centaur
10,4,0,0,0,5,0,0,0,0,0,0,0,0,15,15,0,0,0,4,5,1,0,0,0,Centaur
0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,13,0,0,0,3,8,0,0,1,0,Ebony
0,0,0,8,0,0,0,0,2,0,0,3,0,0,0,0,0,15,0,1,8,0,0,0,1,Odyssey
3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,3,5,1,0,0,0,Centaur
0,4,9,0,0,0,0,2,0,0,1,0,0,1,0,15,15,0,0,1,5,0,0,0,0,Tokugawa
7,1,0,0,1,7,0,0,0,1,0,0,0,1,2,0,0,0,0,3,7,1,0,0,0,Centaur
0,0,0,14,1,0,0,0,8,1,0,3,0,0,15,0,0,15,7,4,8,0,0,0,1,Odyssey
0,0,0,9,4,0,0,0,3,0,0,2,2,0,0,0,0,15,15,1,8,0,0,0,1,Odyssey
0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,15,4,8,0,1,0,0,Cosmos
0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,3,7,0,0,1,0,Ebony
10,0,0,1,0,8,0,0,1,0,0,0,0,0,15,15,0,15,0,1,0,1,0,0,0,Centaur
5,1,0,10,17,0,1,0,3,1,0,2,0,0,2,0,0,0,0,2,8,0,1,0,0,Cosmos
0,0,8,0,0,0,0,1,0,0,2,0,0,0,0,0,15,0,0,2,9,0,0,0,0,Tokugawa
7,8,17,0,1,0,1,3,0,0,2,0,0,3,5,10,3,0,0,4,7,0,0,0,0,Cosmos
0,0,0,12,0,0,0,0,7,0,0,2,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
3,1,0,0,0,1,1,0,0,0,0,0,0,0,3,10,0,0,0,1,8,1,0,0,0,Centaur
0,0,3,0,0,0,0,1,0,0,1,0,0,0,15,0,12,0,0,3,5,1,0,0,0,Centaur
0,15,0,0,0,0,13,0,0,0,0,0,0,2,0,10,0,0,0,1,4,0,0,1,0,Ebony
1,0,0,0,3,0,0,0,0,1,0,0,1,0,15,0,0,0,15,3,9,0,1,0,0,Cosmos
8,4,0,1,1,6,0,0,1,1,0,0,0,0,13,7,0,15,15,3,6,0,1,0,0,Centaur
0,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,15,4,8,0,1,0,0,Cosmos
0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,3,7,0,0,1,0,Ebony
0,0,0,2,18,0,0,0,2,11,0,0,3,0,0,0,0,15,13,3,5,0,1,0,0,Cosmos
0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,4,4,0,0,1,0,Ebony
0,2,11,1,0,0,1,2,1,0,3,0,0,1,0,15,15,15,0,1,6,0,0,1,0,Tokugawa
1,0,0,12,3,1,0,0,5,3,0,3,0,0,15,0,0,15,15,3,7,0,0,0,1,Odyssey
0,8,0,0,0,0,3,0,0,0,0,0,0,4,0,15,0,0,0,1,6,0,0,1,0,Ebony
0,0,3,0,3,0,0,2,0,0,0,0,1,0,0,0,15,0,15,4,8,0,0,0,0,Centaur
1,0,0,18,0,0,0,0,12,0,0,3,0,0,15,0,0,15,0,3,6,0,0,0,1,Odyssey
0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,3,6,0,0,0,1,Odyssey
0,0,4,4,5,0,0,1,4,5,0,0,0,0,0,15,15,15,15,3,5,0,1,0,0,Cosmos
0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,3,9,0,0,0,1,Odyssey
0,0,13,0,0,0,0,1,0,0,3,0,0,0,0,0,15,0,0,3,6,0,0,0,0,Tokugawa
0,0,0,21,0,0,0,0,14,0,0,2,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
0,0,0,21,0,0,0,0,12,0,0,3,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
0,0,0,0,11,0,0,0,0,9,0,0,1,0,0,0,0,0,15,1,6,0,1,0,0,Cosmos
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,8,0,1,0,0,Cosmos
0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,15,15,15,3,6,0,1,0,0,Cosmos
0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,15,0,0,15,1,7,0,1,0,0,Cosmos
8,0,0,8,0,2,0,0,0,0,0,3,0,0,15,0,0,15,0,2,6,1,0,0,0,Centaur
0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,3,7,0,0,1,0,Ebony
0,0,21,8,1,0,0,9,1,1,2,1,0,0,15,0,15,15,15,4,6,0,0,0,0,Tokugawa
4,0,0,2,0,1,0,0,2,0,0,0,0,0,15,0,0,15,0,4,7,1,0,0,0,Ebony
4,6,4,0,0,0,0,1,0,0,0,0,0,1,15,15,15,0,0,2,9,0,0,1,0,Cosmos
0,0,0,21,0,0,0,0,13,0,0,3,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
0,0,6,0,1,0,0,3,0,1,1,0,0,0,0,0,12,0,12,3,8,0,0,0,0,Tokugawa
2,0,13,0,0,1,0,11,0,0,0,0,0,0,15,0,15,0,0,3,7,0,0,0,0,Tokugawa
0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,15,0,0,5,1,6,0,0,1,0,Odyssey
1,0,0,14,2,1,0,0,12,2,0,1,0,0,15,0,0,15,15,1,5,0,0,0,1,Odyssey
0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,15,0,0,0,3,7,0,0,1,0,Ebony
0,0,0,0,9,0,0,0,0,7,0,0,1,0,0,0,0,0,15,3,7,0,1,0,0,Cosmos
0,13,0,0,0,0,8,0,0,0,0,0,0,3,0,15,0,0,0,3,8,0,0,1,0,Ebony
0,3,4,19,0,0,0,1,13,0,1,2,0,1,0,15,15,15,0,1,10,0,0,0,1,Odyssey
0,2,1,0,3,0,1,1,0,1,0,0,1,1,0,15,15,0,15,1,7,0,1,0,0,Ebony
14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,Centaur
1,0,0,1,14,1,0,0,1,10,0,0,2,0,0,0,0,15,12,3,6,0,1,0,0,Cosmos
0,1,11,0,0,0,1,2,0,0,2,0,0,0,0,15,15,15,0,2,7,0,0,0,0,Ebony
0,6,0,0,0,0,5,0,0,0,0,0,0,1,15,15,0,0,0,4,5,0,0,1,0,Ebony
1,0,0,0,1,1,0,0,0,1,0,0,0,0,7,0,0,0,15,4,6,0,1,0,0,Ebony
0,14,0,0,0,0,9,0,0,0,0,0,0,3,0,15,0,0,0,4,7,0,0,1,0,Ebony
0,4,3,1,1,0,0,3,1,1,0,0,0,3,0,15,12,15,15,3,5,0,0,1,0,Odyssey
0,10,0,10,0,0,3,0,7,0,0,1,0,6,0,15,0,15,0,4,8,0,0,1,0,Ebony
0,0,8,1,0,0,0,4,1,0,1,0,0,0,0,0,15,15,0,4,6,0,0,0,0,Tokugawa
10,5,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,0,4,7,1,0,0,0,Tokugawa
0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,3,6,0,1,0,0,Cosmos
6,0,0,0,7,6,0,0,0,5,0,0,1,0,10,0,0,0,1,3,6,1,0,0,0,Centaur
1,0,14,4,3,1,0,4,0,1,4,2,1,0,0,0,15,15,15,3,8,0,0,0,0,Tokugawa
0,5,1,0,3,0,0,1,0,2,0,0,0,4,0,2,15,0,12,3,7,0,0,1,0,Cosmos
21,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,15,4,8,1,0,0,0,Centaur
1,2,7,0,0,1,0,2,0,0,2,0,0,1,15,15,15,15,0,1,7,0,0,1,0,Tokugawa
3,4,0,0,0,3,0,0,0,0,0,0,0,1,15,15,0,0,0,4,6,0,0,1,0,Ebony
0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,3,7,0,0,0,0,Centaur
0,9,0,0,0,0,1,0,0,0,0,0,0,8,0,15,0,0,0,3,0,0,0,1,0,Ebony
2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,4,6,0,0,0,1,Odyssey
0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,0,4,10,0,0,0,0,Tokugawa
1,0,1,1,1,1,0,1,1,1,0,0,0,0,15,15,15,15,15,3,6,1,0,0,0,Tokugawa
0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,15,15,3,7,0,1,0,0,Cosmos
1,4,2,2,1,1,2,2,2,1,0,0,0,2,15,15,15,15,15,3,8,0,0,1,0,Cosmos
1,3,0,0,2,0,2,0,0,0,0,0,1,1,15,15,0,0,15,3,4,0,0,1,0,Ebony
0,2,0,4,3,0,1,0,2,1,0,0,1,1,0,15,0,15,15,4,5,0,0,0,1,Odyssey
0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,15,15,3,6,0,1,0,0,Centaur
0,0,3,0,1,0,0,2,0,1,0,0,0,0,15,0,15,0,15,3,6,0,1,0,0,Tokugawa
9,4,4,0,7,5,2,4,0,3,0,0,2,2,6,7,9,0,10,3,0,0,1,0,0,Cosmos
2,0,4,0,5,0,0,1,0,5,1,0,0,0,15,0,15,0,15,1,7,0,1,0,0,Cosmos
2,4,0,2,0,1,1,0,0,0,0,1,0,1,15,15,0,15,15,3,10,0,0,1,0,Odyssey
1,2,0,0,1,1,2,0,0,1,0,0,0,0,0,5,0,0,0,1,5,0,0,1,0,Ebony
1,6,1,1,0,0,4,0,1,0,0,0,0,2,0,6,0,15,0,4,6,0,0,1,0,Ebony
1,7,0,9,2,1,5,0,3,2,0,3,0,1,0,6,0,15,5,1,7,0,0,1,0,Odyssey
3,0,0,0,2,1,0,0,0,2,0,0,0,0,15,15,0,15,15,3,7,0,1,0,0,Tokugawa
0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,15,1,0,0,1,0,0,Cosmos
2,0,0,2,3,0,0,0,2,1,0,0,1,0,15,0,0,15,13,3,4,0,1,0,0,Cosmos
1,0,0,13,0,1,0,0,10,0,0,0,0,0,11,0,0,15,0,3,6,0,0,0,1,Odyssey
0,7,0,3,4,0,1,0,0,0,0,1,1,3,0,15,0,15,4,2,9,0,1,0,0,Ebony
0,8,0,2,0,0,1,0,2,0,0,0,0,5,0,13,0,15,0,1,5,0,0,1,0,Odyssey
0,5,0,5,1,0,2,0,2,1,0,0,0,2,0,15,0,10,15,3,8,0,0,0,1,Odyssey
0,0,1,0,4,0,0,1,0,4,0,0,0,0,0,0,15,0,15,3,7,0,1,0,0,Cosmos
0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,4,1,9,0,1,0,0,Cosmos
0,14,0,0,0,0,2,0,0,0,0,0,0,12,0,15,0,0,0,4,4,0,0,1,0,Ebony
0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,4,8,0,0,0,1,Odyssey
2,1,0,0,0,2,1,0,0,0,0,0,0,0,10,0,0,0,0,3,6,0,0,1,0,Centaur
0,0,20,1,2,0,0,11,1,2,0,0,0,0,0,0,15,15,15,3,6,0,0,0,0,Tokugawa
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,15,0,0,15,1,8,0,1,0,0,Cosmos
0,2,0,1,2,0,1,0,1,2,0,0,0,1,0,10,0,15,15,3,6,0,1,0,0,Odyssey
0,2,0,0,5,0,0,0,0,1,0,0,2,0,0,15,0,0,15,3,7,0,0,1,0,Cosmos
0,10,0,0,0,0,4,0,0,0,0,0,0,1,0,15,0,0,0,4,7,0,0,1,0,Ebony
0,0,0,0,18,0,0,0,0,2,0,0,7,0,0,0,0,0,15,2,8,0,1,0,0,Cosmos
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,3,6,0,0,0,1,Ebony
3,0,1,3,0,3,0,1,0,0,0,1,0,0,11,0,7,15,0,1,8,1,0,0,0,Centaur
0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,15,0,0,0,3,6,0,0,1,0,Ebony
1,0,0,8,3,1,0,0,8,3,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
0,1,0,0,6,0,1,0,0,6,0,0,0,0,0,15,0,0,15,3,4,0,1,0,0,Cosmos
0,1,0,7,0,0,0,0,2,0,0,0,0,1,0,15,0,15,0,2,8,0,0,0,1,Ebony
0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,15,0,0,0,3,6,0,0,1,0,Tokugawa
2,0,0,4,0,0,0,0,4,0,0,0,0,0,15,0,0,15,0,3,8,1,0,0,0,Odyssey
0,7,0,0,0,0,1,0,0,0,0,0,0,4,0,12,0,0,0,4,6,0,0,1,0,Ebony
0,7,0,0,0,0,4,0,0,0,0,0,0,1,0,15,0,0,0,1,7,0,0,1,0,Ebony
0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
2,0,0,10,4,2,0,0,2,0,0,3,2,0,15,0,0,15,15,3,7,0,0,0,1,Odyssey
6,0,11,0,2,2,0,2,0,0,4,0,1,0,11,0,15,0,5,1,8,1,0,0,0,Tokugawa
0,0,7,0,0,0,0,3,0,0,2,0,0,0,0,0,15,0,0,1,8,0,0,0,0,Tokugawa
4,0,2,0,9,4,0,1,0,1,0,0,3,0,15,0,15,0,15,1,6,0,1,0,0,Centaur
5,3,0,1,0,2,0,0,0,0,0,0,0,1,15,15,0,15,0,3,7,0,0,1,0,Ebony
0,1,14,0,0,0,1,2,0,0,1,0,0,0,0,15,15,0,15,4,8,0,0,0,0,Tokugawa
0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
6,1,0,0,1,2,0,0,0,1,0,0,0,1,15,15,0,0,15,1,6,1,0,0,0,Centaur
1,4,1,9,17,1,2,1,1,11,0,3,3,2,15,3,0,15,5,4,6,0,1,0,0,Cosmos
0,2,0,1,3,0,0,0,1,0,0,0,1,2,0,0,0,15,3,3,6,0,0,1,0,Odyssey
0,6,0,0,0,0,1,0,0,0,0,0,0,5,0,15,0,0,0,1,9,0,0,1,0,Ebony
15,0,0,1,0,13,0,0,1,0,0,0,0,0,15,0,0,15,0,3,6,1,0,0,0,Centaur
2,8,2,1,4,0,3,0,1,1,1,0,0,1,0,12,10,15,0,1,6,0,1,0,0,Ebony
0,0,0,12,1,0,0,0,1,1,0,5,0,0,0,0,0,15,15,4,6,0,0,0,1,Odyssey
0,3,0,5,0,0,0,0,3,0,0,1,0,1,0,15,0,15,0,3,5,0,0,0,1,Odyssey
2,0,0,8,1,2,0,0,7,1,0,0,0,0,15,0,0,15,15,1,7,0,0,0,1,Odyssey
0,7,0,5,1,0,1,0,3,1,0,0,0,1,0,15,0,15,15,4,5,0,0,1,0,Odyssey
0,6,2,19,3,0,2,0,7,1,1,5,1,0,0,15,15,15,7,4,8,0,0,1,0,Odyssey
2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,3,3,1,0,0,0,Centaur
1,4,0,11,4,1,2,0,6,4,0,1,0,2,10,15,0,15,15,3,6,0,0,0,1,Odyssey
0,0,0,13,0,0,0,0,3,0,0,4,0,0,0,0,0,15,0,4,7,0,0,0,1,Odyssey
0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,4,8,0,0,0,1,Odyssey
0,0,0,7,7,0,0,0,5,3,0,1,1,0,0,0,0,15,15,1,8,0,1,0,0,Odyssey
